OrderID,CustomerName,Product,UnitPrice,Quantity,OrderDate,Region
1036,John Doe,Headphones,100,5,10/31/2023,East
1037,Linda Green,Tablet,300,9,03/01/23,East
1038,Chris Brown,Tablet,300,6,02/19/2023,West
1039,John Doe,Keyboard,50,3,12/29/2023,West
1040,John Doe,Phone,500,2,04/21/2023,West
1041,Mike Davis,Smartwatch,250,7,08/26/2023,South
1042,Robert Black,Phone,500,10,11/20/2023,South
1043,Mike Davis,Headphones,100,2,01/07/23,North
1044,Mike Davis,Keyboard,50,2,03/29/2023,South
1045,Jane Smith,Monitor,200,1,08/25/2023,North
1046,Robert Black,Headphones,100,4,02/10/23,West
1047,Emily White,Headphones,100,6,03/16/2023,East
1048,Mike Davis,Tablet,300,3,02/08/23,West
1049,John Doe,Headphones,100,5,01/24/2023,North
1050,Emily White,Monitor,200,10,05/15/2023,East
1051,Sara Khan,Headphones,100,5,11/12/23,West
1052,John Doe,Keyboard,50,10,07/21/2023,South
1053,Sara Khan,Smartwatch,250,10,09/26/2023,South
1054,Jane Smith,Mouse,30,7,12/10/23,North
1055,Sara Khan,Tablet,300,3,10/25/2023,East
1056,Chris Brown,Smartwatch,250,8,05/06/23,East
1057,Chris Brown,Tablet,300,3,12/15/2023,South
1058,Robert Black,Phone,500,6,09/13/2023,East
1059,Linda Green,Phone,500,2,03/25/2023,East
1060,,Tablet,300,10,12/07/23,East
1061,Emily White,Keyboard,50,8,05/10/23,North
1062,Robert Black,Headphones,100,2,04/24/2023,South
1063,Sara Khan,Keyboard,50,4,02/06/23,East
1064,Mike Davis,Keyboard,50,5,12/18/2023,South
1065,Chris Brown,Laptop,800,9,09/15/2023,East
1066,Linda Green,Mouse,30,1,11/01/23,West
1067,Mike Davis,Headphones,100,6,08/25/2023,West
1068,Linda Green,Phone,500,9,06/29/2023,South
1069,Emily White,Tablet,300,1,10/01/23,West
1070,John Doe,Keyboard,50,1,09/11/23,West
1071,Sara Khan,Keyboard,50,9,10/26/2023,East
1072,Robert Black,Mouse,30,3,08/06/23,West
1073,Linda Green,Phone,500,6,03/10/23,South
1074,Robert Black,Headphones,100,4,03/09/23,West
1075,Emily White,Smartwatch,250,8,12/26/2023,North
1076,Sara Khan,Keyboard,50,5,08/19/2023,West
1077,,Phone,500,5,10/19/2023,West
1078,Robert Black,Smartwatch,250,2,11/04/23,North
1079,John Doe,Monitor,200,1,03/26/2023,West
1080,Mike Davis,Monitor,200,1,11/11/23,West
1081,Jane Smith,Monitor,200,10,04/30/2023,East
1082,Chris Brown,Mouse,30,5,06/25/2023,West
1083,John Doe,Phone,500,1,01/08/23,West
1084,Robert Black,Tablet,300,4,09/01/23,South
1085,Robert Black,Monitor,200,9,01/02/23,North
1086,Jane Smith,Headphones,100,1,07/08/23,East
1087,Chris Brown,Laptop,800,9,08/20/2023,South
1088,Chris Brown,Mouse,30,,06/24/2023,West
1089,Chris Brown,Phone,500,9,11/17/2023,South
1090,Linda Green,Headphones,100,10,07/18/2023,West
1091,Sara Khan,Tablet,300,8,07/28/2023,West
1092,Linda Green,Keyboard,50,3,11/23/2023,North
1093,Linda Green,Mouse,30,8,05/27/2023,South
1094,Robert Black,Smartwatch,250,10,04/03/23,South
1095,Linda Green,Phone,500,3,11/10/23,North
1096,Emily White,Mouse,30,10,03/03/23,East
1097,Linda Green,Headphones,100,2,12/07/23,North
1098,Chris Brown,Tablet,300,5,11/27/2023,East
1099,Chris Brown,Headphones,100,7,08/18/2023,North
1100,Sara Khan,Smartwatch,250,2,07/25/2023,East
1101,,Keyboard,50,8,01/07/23,East
1102,Robert Black,Smartwatch,250,3,01/27/2023,South
1103,Chris Brown,Monitor,200,8,03/30/2023,East
1104,Mike Davis,Tablet,300,3,01/08/23,East
1105,Robert Black,Phone,500,6,10/04/23,East
1106,Mike Davis,Tablet,300,7,07/31/2023,East
1107,Linda Green,Smartwatch,250,6,05/18/2023,South
1108,Emily White,Phone,500,3,05/01/23,North
1109,Robert Black,Smartwatch,250,7,07/07/23,South
1110,Jane Smith,Tablet,300,4,03/17/2023,North
1111,Robert Black,Mouse,30,2,12/13/2023,West
1112,Robert Black,Phone,500,1,01/07/23,South
1113,Linda Green,Monitor,200,6,08/19/2023,East
1114,Emily White,Laptop,800,8,10/20/2023,North
1115,Robert Black,Laptop,800,4,11/28/2023,East
1116,John Doe,Headphones,100,8,04/23/2023,North
1117,,Mouse,30,2,04/05/23,West
1118,Emily White,Keyboard,50,5,12/13/2023,East
1119,Mike Davis,Laptop,800,7,09/16/2023,West
1120,Robert Black,Smartwatch,250,8,02/11/23,West
1121,Linda Green,Mouse,30,3,03/22/2023,South
1122,Emily White,Tablet,300,9,10/15/2023,North
1123,John Doe,Tablet,300,9,06/14/2023,North
1124,Robert Black,Headphones,100,3,01/13/2023,West
1125,John Doe,Keyboard,50,4,01/02/23,West
1126,Jane Smith,Headphones,100,7,05/25/2023,East
1127,Emily White,Smartwatch,250,5,12/10/23,North
1128,Sara Khan,Laptop,800,5,12/10/23,West
1129,Linda Green,Tablet,300,2,10/14/2023,West
1130,John Doe,Phone,500,1,06/10/23,South
1131,Mike Davis,Keyboard,50,8,11/10/23,South
1132,Robert Black,Headphones,100,2,11/04/23,East
1133,John Doe,Smartwatch,250,3,09/11/23,East
1134,Chris Brown,Keyboard,50,7,06/01/23,East
1135,John Doe,Headphones,100,2,09/22/2023,North
1136,Emily White,Laptop,800,6,06/08/23,South
1137,Robert Black,Headphones,100,1,12/01/23,East
1138,Mike Davis,Smartwatch,250,3,09/07/23,South
1139,John Doe,Mouse,30,,09/08/23,East
1140,Chris Brown,Headphones,100,2,12/18/2023,East
1141,Chris Brown,Tablet,300,3,01/18/2023,West
1142,Sara Khan,Mouse,30,1,11/18/2023,South
1143,Jane Smith,Tablet,300,6,03/13/2023,North
1144,Linda Green,Laptop,800,9,05/25/2023,South
1145,Sara Khan,Tablet,300,6,11/25/2023,West
1146,Sara Khan,Smartwatch,250,10,05/07/23,West
1147,Chris Brown,Headphones,100,1,01/29/2023,West
1148,Emily White,Keyboard,50,4,04/25/2023,West
1149,Sara Khan,Monitor,200,8,05/16/2023,West
1150,Mike Davis,Monitor,200,5,03/25/2023,North
1151,Jane Smith,Laptop,800,6,12/26/2023,South
1152,Chris Brown,Tablet,300,10,07/15/2023,East
1153,John Doe,Keyboard,50,5,07/21/2023,South
1154,Sara Khan,Monitor,200,8,06/13/2023,East
1155,Robert Black,Phone,500,9,11/18/2023,West
1156,Robert Black,Headphones,100,,03/19/2023,North
1157,Jane Smith,Keyboard,50,2,04/17/2023,West
1158,Mike Davis,Laptop,800,4,09/10/23,South
1159,Linda Green,Monitor,200,9,05/01/23,East
1160,Jane Smith,Mouse,30,4,05/10/23,North
1161,Chris Brown,Monitor,200,6,12/24/2023,East
1162,John Doe,Smartwatch,250,1,08/31/2023,North
1163,Robert Black,Phone,500,8,01/02/23,West
1164,Jane Smith,Headphones,100,2,05/23/2023,West
1165,Chris Brown,Mouse,30,7,11/06/23,West
1166,Jane Smith,Headphones,100,6,08/11/23,East
1167,Mike Davis,Tablet,300,6,07/13/2023,East
1168,Jane Smith,Mouse,30,8,04/21/2023,West
1169,Robert Black,Keyboard,50,4,11/22/2023,East
1170,Mike Davis,Phone,500,2,10/23/2023,West
1171,Jane Smith,Laptop,800,1,03/22/2023,West
1172,Emily White,Tablet,300,3,12/07/23,East
1173,John Doe,Monitor,200,6,06/08/23,West
1174,Linda Green,Monitor,200,2,04/03/23,West
1175,Linda Green,Phone,500,2,09/05/23,West
1176,Mike Davis,Smartwatch,250,,11/27/2023,South
1177,Sara Khan,Laptop,800,9,12/06/23,North
1178,Linda Green,Headphones,100,8,04/27/2023,North
1179,Robert Black,Mouse,30,8,02/20/2023,East
1180,Chris Brown,Mouse,30,4,08/18/2023,West
1181,Chris Brown,Monitor,200,6,07/17/2023,North
1182,Chris Brown,Phone,500,5,05/01/23,South
1183,John Doe,Laptop,800,7,06/03/23,West
1184,Chris Brown,Phone,500,3,11/14/2023,East
1185,Linda Green,Laptop,800,6,02/22/2023,East
1186,Chris Brown,Laptop,800,1,08/12/23,East
1187,Chris Brown,Tablet,300,1,03/02/23,South
1188,Linda Green,Laptop,800,3,11/13/2023,North
1189,Linda Green,Monitor,200,2,07/07/23,South
1190,Mike Davis,Tablet,300,7,09/06/23,West
1191,Mike Davis,Phone,500,1,07/23/2023,East
1192,Sara Khan,Phone,500,10,08/27/2023,North
1193,Linda Green,Laptop,800,6,03/23/2023,North
1194,Chris Brown,Mouse,30,1,05/16/2023,North
1195,Robert Black,Keyboard,50,2,08/02/23,North
1196,Mike Davis,Phone,500,10,03/12/23,East
1197,Linda Green,Tablet,300,8,11/10/23,North
1198,Linda Green,Tablet,300,7,12/26/2023,South
1199,Robert Black,Keyboard,50,8,03/20/2023,North
1200,John Doe,Tablet,300,7,01/27/2023,South
1201,John Doe,Keyboard,50,3,06/24/2023,South
1202,John Doe,Smartwatch,250,7,01/24/2023,North
1203,Robert Black,Monitor,200,9,10/20/2023,West
1204,Emily White,Headphones,100,9,03/15/2023,East
1205,Jane Smith,Mouse,30,1,12/26/2023,North
1206,Emily White,Monitor,200,1,05/28/2023,North
1207,Jane Smith,Smartwatch,250,1,12/26/2023,East
1208,John Doe,Laptop,800,10,12/06/23,South
1209,Robert Black,Headphones,100,9,11/12/23,West
1210,Linda Green,Laptop,800,8,12/12/23,West
1211,Chris Brown,Laptop,800,4,10/03/23,East
1212,Robert Black,Laptop,800,6,02/09/23,South
1213,Mike Davis,Laptop,800,2,11/07/23,West
1214,Jane Smith,Phone,500,4,05/04/23,East
1215,Mike Davis,Smartwatch,250,6,04/18/2023,North
1216,Jane Smith,Keyboard,50,9,09/24/2023,East
1217,Mike Davis,Laptop,800,8,04/28/2023,North
1218,Chris Brown,Mouse,30,10,10/23/2023,West
1219,John Doe,Smartwatch,250,8,02/05/23,West
1220,Linda Green,Smartwatch,250,6,10/08/23,East
1221,Sara Khan,Smartwatch,250,7,02/17/2023,West
1222,John Doe,Phone,500,6,03/11/23,South
1223,Emily White,Mouse,30,6,02/08/23,South
1224,Mike Davis,Tablet,300,1,07/04/23,South
1225,Jane Smith,Laptop,800,5,11/20/2023,South
1226,Sara Khan,Keyboard,50,1,09/23/2023,West
1227,Chris Brown,Headphones,100,8,08/07/23,West
1228,Emily White,Smartwatch,250,3,02/17/2023,West
1229,Linda Green,Tablet,300,7,03/24/2023,North
1230,Linda Green,Laptop,800,1,02/14/2023,North
1231,Emily White,Laptop,800,6,09/24/2023,East
1232,Sara Khan,Mouse,30,7,10/30/2023,West
1233,Emily White,Headphones,100,2,06/24/2023,East
1234,Robert Black,Monitor,200,8,12/22/2023,South
1235,Emily White,Laptop,800,1,11/05/23,East
1236,Mike Davis,Tablet,300,6,09/07/23,East
1237,Linda Green,Phone,500,10,03/10/23,South
1238,Linda Green,Smartwatch,250,5,05/29/2023,North
1239,Mike Davis,Mouse,30,7,12/01/23,South
1240,Linda Green,Phone,500,4,10/09/23,East
1241,Linda Green,Mouse,30,,04/30/2023,East
1242,Linda Green,Mouse,30,3,01/05/23,East
1243,Chris Brown,Keyboard,50,5,03/12/23,East
1244,Jane Smith,Keyboard,50,9,12/04/23,South
1245,Emily White,Phone,500,1,01/09/23,West
1246,Jane Smith,Smartwatch,250,1,06/11/23,North
1247,Sara Khan,Mouse,30,10,02/24/2023,East
1248,Jane Smith,Keyboard,50,8,06/22/2023,North
1249,Emily White,Phone,500,10,10/19/2023,North
1250,Chris Brown,Mouse,30,8,10/25/2023,West
1251,Jane Smith,Monitor,200,3,02/08/23,South
1252,Chris Brown,Smartwatch,250,2,06/16/2023,South
1253,Sara Khan,Monitor,200,10,01/07/23,East
1254,Chris Brown,Tablet,300,1,10/10/23,East
1255,Robert Black,Monitor,200,2,12/01/23,North
1256,Jane Smith,Headphones,100,2,09/21/2023,North
1257,,Keyboard,50,6,02/28/2023,South
1258,Linda Green,Laptop,800,7,12/07/23,East
1259,Mike Davis,Mouse,30,7,03/07/23,East
1260,Mike Davis,Smartwatch,250,5,07/08/23,North
1261,Chris Brown,Tablet,300,5,08/30/2023,West
1262,John Doe,Mouse,30,4,06/12/23,East
1263,Robert Black,Laptop,800,3,10/12/23,West
1264,Jane Smith,Smartwatch,250,1,12/02/23,East
1265,Emily White,Phone,500,2,09/01/23,South
1266,Emily White,Headphones,100,7,06/02/23,North
1267,Emily White,Smartwatch,250,6,02/16/2023,North
1268,Chris Brown,Tablet,300,8,11/21/2023,South
1269,Chris Brown,Laptop,800,3,10/03/23,North
1270,Linda Green,Headphones,100,8,11/17/2023,West
1271,Chris Brown,Tablet,300,9,09/10/23,West
1272,Sara Khan,Headphones,100,5,07/09/23,North
1273,Chris Brown,Headphones,100,3,09/02/23,North
1274,Jane Smith,Smartwatch,250,1,10/05/23,South
1275,Jane Smith,Keyboard,50,7,01/01/24,South
1276,Emily White,Headphones,100,3,07/24/2023,East
1277,Sara Khan,Laptop,800,8,05/05/23,East
1278,Mike Davis,Laptop,800,10,11/19/2023,East
1279,Sara Khan,Smartwatch,250,6,05/22/2023,West
1280,John Doe,Laptop,800,7,04/16/2023,West
1281,Emily White,Headphones,100,8,07/01/23,West
1282,Linda Green,Phone,500,6,11/30/2023,East
1283,Robert Black,Keyboard,50,5,01/01/24,South
1284,Jane Smith,Tablet,300,9,10/07/23,North
1285,Mike Davis,Tablet,300,7,06/22/2023,South
1286,Mike Davis,Monitor,200,5,08/28/2023,East
1287,Chris Brown,Tablet,300,7,11/14/2023,South
1288,Robert Black,Monitor,200,2,07/22/2023,South
1289,Sara Khan,Smartwatch,250,5,07/09/23,West
1290,Linda Green,Phone,500,5,08/12/23,East
1291,Sara Khan,Tablet,300,9,05/20/2023,West
1292,Chris Brown,Keyboard,50,3,11/09/23,East
1293,Mike Davis,Laptop,800,10,07/29/2023,South
1294,Emily White,Mouse,30,8,04/05/23,North
1295,Chris Brown,Monitor,200,5,08/31/2023,West
1296,Emily White,Mouse,30,4,03/03/23,South
1297,Chris Brown,Smartwatch,250,5,02/05/23,North
1298,Jane Smith,Smartwatch,250,9,06/28/2023,North
1299,Robert Black,Headphones,100,7,01/07/23,East
1300,,Phone,500,7,10/21/2023,North
1301,Jane Smith,Headphones,100,3,07/31/2023,North
1302,Sara Khan,Headphones,100,10,04/20/2023,East
1303,Mike Davis,Keyboard,50,6,06/20/2023,West
1304,Emily White,Laptop,800,1,01/19/2023,East
1305,Sara Khan,Headphones,100,3,11/18/2023,North
1306,Mike Davis,Monitor,200,2,08/20/2023,East
1307,Emily White,Smartwatch,250,9,08/19/2023,North
1308,Linda Green,Tablet,300,9,09/14/2023,East
1309,Mike Davis,Headphones,100,,02/27/2023,East
1310,Robert Black,Mouse,30,2,07/11/23,West
1311,John Doe,Keyboard,50,1,04/06/23,South
1312,John Doe,Tablet,300,4,02/27/2023,West
1313,Chris Brown,Mouse,30,2,06/02/23,East
1314,John Doe,Phone,500,5,05/25/2023,North
1315,Jane Smith,Headphones,100,6,05/29/2023,West
1316,Linda Green,Mouse,30,8,02/25/2023,North
1317,Robert Black,Headphones,100,5,08/07/23,North
1318,John Doe,Smartwatch,250,,10/05/23,North
1319,Sara Khan,Monitor,200,6,08/22/2023,East
1320,Jane Smith,Monitor,200,1,02/23/2023,East
1321,Sara Khan,Laptop,800,7,11/25/2023,South
1322,Emily White,Mouse,30,7,08/03/23,West
1323,Mike Davis,Mouse,30,4,08/15/2023,South
1324,Robert Black,Laptop,800,4,03/11/23,West
1325,John Doe,Tablet,300,1,01/26/2023,North
1326,,Headphones,100,7,10/21/2023,East
1327,Sara Khan,Mouse,30,4,05/27/2023,West
1328,Emily White,Headphones,100,9,08/15/2023,South
1329,Mike Davis,Phone,500,2,12/31/2023,North
1330,Robert Black,Laptop,800,5,09/29/2023,South
1331,Emily White,Monitor,200,4,06/09/23,North
1332,Sara Khan,Laptop,800,2,05/09/23,East
1333,Linda Green,Smartwatch,250,8,09/13/2023,East
1334,Linda Green,Monitor,200,3,04/01/23,South
1335,Robert Black,Mouse,30,8,03/03/23,West
1336,Robert Black,Mouse,30,4,05/06/23,East
1337,Mike Davis,Laptop,800,10,03/20/2023,West
1338,Linda Green,Monitor,200,1,02/09/23,East
1339,Mike Davis,Keyboard,50,5,10/02/23,East
1340,Emily White,Headphones,100,9,07/30/2023,East
1341,Linda Green,Monitor,200,1,01/09/23,South
1342,Emily White,Monitor,200,4,11/29/2023,West
1343,Emily White,Monitor,200,10,08/09/23,North
1344,Jane Smith,Phone,500,5,09/06/23,North
1345,Robert Black,Mouse,30,4,12/20/2023,East
1346,Chris Brown,Keyboard,50,1,12/23/2023,North
1347,Emily White,Phone,500,4,03/24/2023,West
1348,Linda Green,Tablet,300,9,01/23/2023,East
1349,,Tablet,300,7,09/24/2023,North
1350,Chris Brown,Monitor,200,7,09/27/2023,North
1351,Sara Khan,Smartwatch,250,1,03/20/2023,West
1352,Jane Smith,Tablet,300,7,04/30/2023,East
1353,Emily White,Smartwatch,250,2,02/20/2023,South
1354,Linda Green,Mouse,30,3,05/14/2023,North
1355,Emily White,Monitor,200,6,03/07/23,West
1356,Jane Smith,Mouse,30,3,04/02/23,West
1357,Mike Davis,Headphones,100,6,07/18/2023,North
1358,John Doe,Laptop,800,9,01/18/2023,West
1359,Jane Smith,Phone,500,9,10/25/2023,South
1360,Emily White,Monitor,200,4,03/29/2023,North
1361,Sara Khan,Keyboard,50,,04/19/2023,West
1362,Linda Green,Mouse,30,5,01/12/23,South
1363,John Doe,Phone,500,5,08/27/2023,East
1364,Sara Khan,Laptop,800,4,11/05/23,South
1365,Emily White,Mouse,30,2,09/25/2023,North
1366,Jane Smith,Smartwatch,250,8,12/20/2023,North
1367,Emily White,Smartwatch,250,4,06/21/2023,West
1368,John Doe,Tablet,300,7,06/11/23,South
1369,Linda Green,Smartwatch,250,5,07/10/23,East
1370,Jane Smith,Laptop,800,7,10/07/23,North
1371,Chris Brown,Headphones,100,5,02/21/2023,South
1372,Chris Brown,Keyboard,50,2,09/29/2023,South
1373,Chris Brown,Laptop,800,,04/17/2023,North
1374,Robert Black,Monitor,200,4,04/08/23,South
1375,John Doe,Phone,500,9,01/10/23,East
1376,Mike Davis,Monitor,200,5,08/31/2023,South
1377,Emily White,Mouse,30,7,07/08/23,East
1378,Mike Davis,Mouse,30,5,11/07/23,East
1379,,Smartwatch,250,9,02/25/2023,East
1380,Sara Khan,Smartwatch,250,8,05/21/2023,South
1381,Sara Khan,Smartwatch,250,10,03/03/23,North
1382,Sara Khan,Laptop,800,7,05/05/23,South
1383,Robert Black,Phone,500,10,05/09/23,East
1384,John Doe,Monitor,200,9,06/06/23,East
1385,Mike Davis,Laptop,800,10,09/21/2023,West
1386,Chris Brown,Mouse,30,2,05/13/2023,North
1387,Linda Green,Laptop,800,7,03/12/23,South
1388,Sara Khan,Tablet,300,2,06/15/2023,North
1389,Linda Green,Phone,500,,10/22/2023,South
1390,Robert Black,Headphones,100,2,10/07/23,West
1391,Emily White,Phone,500,4,07/27/2023,North
1392,Linda Green,Smartwatch,250,6,11/30/2023,North
1393,Jane Smith,Smartwatch,250,8,06/28/2023,North
1394,,Laptop,800,5,07/25/2023,West
1395,Chris Brown,Monitor,200,10,12/20/2023,West
1396,John Doe,Smartwatch,250,4,08/23/2023,West
1397,Mike Davis,Headphones,100,2,01/14/2023,South
1398,Chris Brown,Monitor,200,5,07/10/23,South
1399,Sara Khan,Headphones,100,4,08/23/2023,South
1400,Chris Brown,Smartwatch,250,9,06/27/2023,East
1401,Emily White,Tablet,300,8,08/19/2023,West
1402,Robert Black,Smartwatch,250,6,08/06/23,South
1403,Sara Khan,Monitor,200,1,12/13/2023,East
1404,John Doe,Mouse,30,4,05/17/2023,West
1405,Sara Khan,Headphones,100,3,06/01/23,North
1406,Emily White,Laptop,800,5,12/07/23,West
1407,John Doe,Monitor,200,8,03/25/2023,South
1408,Chris Brown,Laptop,800,6,08/28/2023,West
1409,Chris Brown,Monitor,200,2,10/01/23,North
1410,Jane Smith,Tablet,300,8,06/06/23,North
1411,Robert Black,Laptop,800,9,01/27/2023,West
1412,Linda Green,Keyboard,50,8,03/01/23,West
1413,Linda Green,Keyboard,50,4,02/01/23,South
1414,Sara Khan,Keyboard,50,1,08/05/23,East
1415,Linda Green,Tablet,300,9,02/05/23,South
1416,Emily White,Monitor,200,5,10/23/2023,East
1417,John Doe,Keyboard,50,7,07/29/2023,West
1418,John Doe,Smartwatch,250,1,10/28/2023,West
1419,Chris Brown,Smartwatch,250,,02/14/2023,North
1420,Mike Davis,Keyboard,50,5,11/10/23,North
1421,Chris Brown,Phone,500,7,05/09/23,South
1422,Jane Smith,Laptop,800,3,03/27/2023,West
1423,Emily White,Monitor,200,9,04/12/23,South
1424,Jane Smith,Smartwatch,250,2,10/18/2023,North
1425,Emily White,Laptop,800,7,05/19/2023,South
1426,Jane Smith,Keyboard,50,2,10/18/2023,North
1427,Jane Smith,Tablet,300,4,02/26/2023,South
1428,Chris Brown,Mouse,30,5,06/18/2023,West
1429,Linda Green,Monitor,200,5,06/22/2023,East
1430,Jane Smith,Tablet,300,2,01/23/2023,West
1431,John Doe,Laptop,800,3,06/12/23,South
1432,Emily White,Headphones,100,7,11/07/23,East
1433,Mike Davis,Smartwatch,250,9,09/19/2023,West
1434,John Doe,Monitor,200,6,02/16/2023,East
1435,John Doe,Headphones,100,10,06/17/2023,North
1436,Linda Green,Keyboard,50,5,09/27/2023,North
1437,Chris Brown,Headphones,100,2,11/15/2023,East
1438,Chris Brown,Keyboard,50,1,03/02/23,South
1439,Mike Davis,Keyboard,50,8,10/03/23,West
1440,Jane Smith,Laptop,800,8,01/06/23,West
1441,Linda Green,Smartwatch,250,5,06/12/23,North
1442,John Doe,Headphones,100,8,01/13/2023,North
1443,Emily White,Tablet,300,7,04/23/2023,South
1444,Chris Brown,Keyboard,50,7,09/04/23,South
1445,Linda Green,Phone,500,6,08/29/2023,West
1446,John Doe,Monitor,200,9,11/06/23,East
1447,Emily White,Tablet,300,,08/19/2023,West
1448,Emily White,Mouse,30,5,11/07/23,West
1449,Mike Davis,Keyboard,50,5,06/08/23,North
1450,Mike Davis,Phone,500,6,12/05/23,East
1451,Chris Brown,Keyboard,50,4,02/07/23,South
1452,Jane Smith,Mouse,30,1,12/16/2023,East
1453,Jane Smith,Headphones,100,8,07/21/2023,West
1454,Robert Black,Mouse,30,3,12/08/23,West
1455,Jane Smith,Keyboard,50,9,08/22/2023,South
1456,,Headphones,100,10,02/12/23,North
1457,Emily White,Smartwatch,250,9,04/16/2023,South
1458,Sara Khan,Headphones,100,4,03/10/23,North
1459,John Doe,Smartwatch,250,9,11/30/2023,South
1460,Emily White,Smartwatch,250,4,08/08/23,South
1461,Emily White,Keyboard,50,10,09/09/23,East
1462,Emily White,Phone,500,10,11/25/2023,East
1463,Sara Khan,Monitor,200,4,12/26/2023,North
1464,John Doe,Monitor,200,10,01/25/2023,West
1465,Chris Brown,Tablet,300,8,08/14/2023,West
1466,Robert Black,Mouse,30,8,10/12/23,West
1467,Jane Smith,Laptop,800,1,01/09/23,North
1468,Mike Davis,Laptop,800,5,04/14/2023,South
1469,Emily White,Keyboard,50,8,11/15/2023,East
1470,Emily White,Monitor,200,3,05/06/23,South
1471,Emily White,Tablet,300,1,07/30/2023,West
1472,Sara Khan,Mouse,30,10,11/14/2023,West
1473,Robert Black,Headphones,100,5,09/28/2023,East
1474,John Doe,Monitor,200,7,08/03/23,West
1475,Jane Smith,Tablet,300,2,02/25/2023,West
1476,Jane Smith,Headphones,100,2,05/22/2023,South
1477,Sara Khan,Phone,500,3,08/27/2023,North
1478,Linda Green,Smartwatch,250,9,05/07/23,North
1479,Chris Brown,Headphones,100,1,01/31/2023,North
1480,Jane Smith,Keyboard,50,9,11/18/2023,South
1481,Sara Khan,Smartwatch,250,1,09/29/2023,East
1482,Mike Davis,Keyboard,50,5,04/27/2023,West
1483,Linda Green,Phone,500,4,11/27/2023,East
1484,Emily White,Mouse,30,10,04/01/23,South
1485,Emily White,Monitor,200,8,02/18/2023,North
1486,Jane Smith,Mouse,30,3,07/12/23,South
1487,Chris Brown,Tablet,300,9,08/02/23,North
1488,Sara Khan,Mouse,30,3,01/01/23,South
1489,Chris Brown,Phone,500,3,03/29/2023,North
1490,Linda Green,Phone,500,4,02/13/2023,South
1491,Mike Davis,Phone,500,1,07/30/2023,South
1492,Jane Smith,Smartwatch,250,4,09/17/2023,South
1493,Chris Brown,Monitor,200,2,01/07/23,East
1494,Robert Black,Headphones,100,4,09/18/2023,East
1495,Mike Davis,Laptop,800,1,07/13/2023,North
1496,Mike Davis,Laptop,800,6,02/13/2023,West
1497,Robert Black,Laptop,800,1,11/30/2023,South
1498,Linda Green,Tablet,300,6,09/23/2023,North
1499,Jane Smith,Phone,500,1,08/24/2023,North
1500,John Doe,Laptop,800,10,10/14/2023,West
1501,Sara Khan,Laptop,800,8,07/03/23,East
1502,Sara Khan,Smartwatch,250,1,12/01/23,North
1503,Sara Khan,Keyboard,50,4,11/07/23,East
1504,Mike Davis,Keyboard,50,10,11/04/23,South
1505,Sara Khan,Phone,500,4,07/08/23,South
1506,Linda Green,Smartwatch,250,9,06/09/23,South
1507,Jane Smith,Headphones,100,9,03/03/23,North
1508,Linda Green,Smartwatch,250,8,03/10/23,North
1509,Mike Davis,Tablet,300,1,08/19/2023,East
1510,Mike Davis,Headphones,100,1,09/14/2023,South
1511,Sara Khan,Headphones,100,9,10/22/2023,North
1512,Mike Davis,Monitor,200,1,12/12/23,West
1513,Emily White,Laptop,800,8,08/20/2023,East
1514,Sara Khan,Smartwatch,250,7,10/31/2023,North
1515,John Doe,Keyboard,50,4,04/30/2023,North
